so_dang_ky,ten_thuoc,hoat_chat,noi_dung_dieu_tri,dang_bao_che,danh_muc,ham_luong,url_nguon
VN-19938-16,Piracetam-Egis,Piracetam 1200 mg,"Chỉ định Piracetam
Điều trị các triệu chứng chóng mặt. Các tổn thương sau chấn thương sọ não và phẫu thuật não: rối loạn tâm thần, tụ máu, liệt nửa người và thiếu máu cục bộ.  Các rối loạn thần kinh trung ương: chóng mặt, nhức đầu, lo âu, sảng rượu, rối loạn ý thức. Suy giảm trí nhớ, thiếu tập trung, sa sút trí tuệ ở người già. Thiếu máu hồng cầu hình liềm. Các trường hợp thiếu máu cục bộ cấp. Điều trị nghiện rượu. Điều trị thiếu máu hồng cầu liềm. Dùng bổ trợ trong điều trị giật rung cơ có nguồn gốc vỏ não.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-51058/piracetam-egis.aspx
VN-8163-04,Zilisten,Cefuroxime,"Chỉ định Cefuroxime
Nhiễm khuẩn đường hô hấp dưới như viêm phổi và viêm phế quản cấp và mạn.  Nhiễm khuẩn đường hô hấp trên như nhiễm khuẩn ở tai, mũi, họng ví dụ như viêm tai giữa, viêm xoang, viêm amydale và viêm họng.",Thuốc bột pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-6878/zilisten.aspx
VNA-3190-00,Polydelzal,"Chloramphenicol, Naphazoline nitrate","Chỉ định Chloramphenicol
- Nhiễm trùng phần trước của mắt, mí & lệ đạo.
- Phòng ngừa nhiễm trùng trước & sau mổ, bỏng hóa chất & các loại bỏng khác. 
- Những nhiễm khuẩn nặng do vi khuẩn nhạy cảm, viêm màng não và những nhiễm khuẩn khác do Haemophilus influenzae khi các kháng sinh aminopenicilin, gentamicin và một số cephalosporin thế hệ 3 không hiệu quả hoặc bị chống chỉ định.
- Nhiễm khuẩn do Rickettsia khi không thể dùng tetracyclin.
- Mắt hột & zona mắt.
- Bơm rửa hệ thống dẫn lưu nước mắt với mục đích điều trị hay phòng ngừa.","Thuốc nhỏ mắt, mũi, tai",,,https://thuocbietduoc.com.vn/thuoc-7699/polydelzal.aspx
VN-1344-06,Erythromycin Enteric coated Tablets,Erythromycin,"Chỉ định Erythromycin
Ðiều trị mụn trứng cá, đặc biệt các dạng mụn mủ viêm. Các nhiễm khuẩn hô hấp, da, mô mềm, hệ tiết niệu-sinh dục. Dự phòng thấp khớp cấp( thay thế penicillin).",Viên nén bao tan trong ruột-250mg,,,https://thuocbietduoc.com.vn/thuoc-10924/erythromycin-enteric-coated-tablets.aspx
VN-8061-09,Emcefox-O,Cefixime,"Chỉ định Cefixime
Trong các nhiễm khuẩn sau đây gây ra bởi các chủng nhạy cảm với cefixime như Streptococcus sp. (ngoại trừ Enteroccus sp.), Streptococcus pneumoniae, Neisseria gonorrhoeae, Branhamella catarrhalis, Escherichia coli, Klebsiella sp., Serratia sp., Proteus sp. và Haemophilus influenzae:",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-29644/emcefox-o.aspx
VNA-4529-01,Dầu nóng Mật gấu,"Mật gấu, Menthol, Methyl salicylate, Ethanol","Chỉ định menthol
Dạng thuốc kem menthol được sử dụng để làm giảm những cơn đau nhẹ cho các bệnh như viêm khớp, viêm bao hoạt dịch, viêm gân, bong gân, đau lưng, bầm tím và chuột rút. Thuốc cũng có thể được sử dụng cho các bệnh khác theo chỉ định của bác sĩ.
Dạng dung dịch dùng đê hit giúp Giảm nhanh các chứng nghẹt mũi, sổ mũi do cảm cúm gây ra, giúp thông mũi và dễ thở.",Dung dịch thuốc phun mù dùng ngoài da,,,https://thuocbietduoc.com.vn/thuoc-14882/dau-nong-mat-gau.aspx
VN-9097-04,Intasnor 400,Norfloxacin,"Chỉ định Norfloxacin
Norfloxacin là một tác nhân diệt khuẩn phổ rộng có chỉ định trong:  *Ðiều trị:",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-16772/intasnor-400.aspx
V28-H12-06,Acetylcystein 200mg,Acetylcysteine,"Chỉ định Acetylcystein
Ðược dùng làm thuốc tiêu chất nhầy trong bệnh nhầy nhớt (mucoviscidosis) (xơ nang tuyến tụy), bệnh lý hô hấp có đờm nhầy quánh như trong viêm phế quản cấp và mạn, và làm sạch thường quy trong mở khí quản. Ðược dùng làm thuốc giải độc trong quá liều paracetamol. Ðược dùng tại chỗ trong điều trị hội chứng khô mắt (viêm kết giác mạc khô, hội chứng Sjogren) kết hợp với tiết bất thường chất nhầy.",Thuốc cốm,,,https://thuocbietduoc.com.vn/thuoc-875/acetylcystein-200mg.aspx
VNB-0940-01,Nac stada 200,Acetylcysteine,"Chỉ định Acetylcystein
Ðược dùng làm thuốc tiêu chất nhầy trong bệnh nhầy nhớt (mucoviscidosis) (xơ nang tuyến tụy), bệnh lý hô hấp có đờm nhầy quánh như trong viêm phế quản cấp và mạn, và làm sạch thường quy trong mở khí quản. Ðược dùng làm thuốc giải độc trong quá liều paracetamol. Ðược dùng tại chỗ trong điều trị hội chứng khô mắt (viêm kết giác mạc khô, hội chứng Sjogren) kết hợp với tiết bất thường chất nhầy.",Thuốc bột,,,https://thuocbietduoc.com.vn/thuoc-949/nac-stada-200.aspx
VNA-0314-02,Vitamin C 100mg/2ml,Vitamin C,"Chỉ định Vitamin C
Phòng và điều trị thiếu vitamin C ( bệnh Scorbut); và các chứng chảy máu do thiếu vitamin C. 
Tăng sức đề kháng ở cơ thể khi mắc bệnh nhiễm khuẩn, cảm cúm , mệt mỏi, nhiễm độc. Thiếu máu do thiếu sắt. 
Phối hợp với các thuốc chống dị ứng.",Thuốc tiêm,,,https://thuocbietduoc.com.vn/thuoc-22677/vitamin-c-100mg2ml.aspx
VN-9835-05,Profol 1%,Propofol,"Chỉ định Propofol
Propofol là một thuốc gây mê tĩnh mạch tác dụng ngắn thích hợp cho việc dẫn mê và duy trì mê. Propofol cũng có thể được dùng để gây ngủ ở bệnh nhân đang được thông khí hỗ trợ trong đơn vị săn sóc đặc biệt. Propofol cũng dùng để an thần gây ngủ cho các phẫu thuật và thủ thuật chẩn đoán.",Nhũ dịch tiêm tĩnh mạch,,,https://thuocbietduoc.com.vn/thuoc-18450/profol-1.aspx
VN-5718-01,Hytrin,Terazosin,"Chỉ định Terazosin
Dùng đơn thuần hoặc kết hợp trong tăng huyết áp. Giảm triệu chứng do phì đại tuyến tiền liệt lành tính.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-20663/hytrin.aspx
VN-11098-10,Muslton,Nabumetone,"Chỉ định Nabumetone
Viêm xương khớp, viêm khớp dạng thấp & các tình trạng cần dùng thuốc kháng viêm.",Viênnén bao phim,,,https://thuocbietduoc.com.vn/thuoc-37445/muslton.aspx
VN-12319-11,Livpatec inj,L-Ornithine -L-aspartate,"Chỉ định L-Ornithin
Bệnh gan cấp tính hoặc mạn tính; 
Viêm gan ;
Di chứng của viêm gan;
 Loạn chức năng gan;
 Tổn thương nhu mô gan
 Xơ gan",Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-39450/livpatec-inj.aspx
VD-11704-10,Rutin C,Rutin 50mg; acid ascorbic 50mg,"Chỉ định Rutin
Điều trị hội chứng chảy máu, xơ cứng, tăng huyết áp, ban xuất huyết, chứng giãn tĩnh mạch (phù, đau, nặng chân, bệnh trị...) đồng thời tăng sức bền và giảm tính thấm của mao mạch.",,,,https://thuocbietduoc.com.vn/thuoc-36210/rutin-c.aspx
V1188-H12-10,Siro bổ phế chỉ khái lộ,"Bạch linh, cát cánh, tỳ bà diệp, tang bạch bì, ma hoàng, mạch môn, bạc hà, bán hạ chế, bách bộ, mơ muối, cam thảo, bạch phàn, bằng sa.","Chỉ định Bạch Linh
+ Phục linh bì: Lợi tiểu, trị phù thũng.
+ Xích phục linh: Chữa thấp nhiệt (chướng bụng, viêm bàng quang, tiểu vàng, đái rắt).
+ Bạch phục linh: Chữa ăn uống kém tiêu, đầy chướng, bí tiểu tiện, ho có đờm, ỉa chảy.
+ Phục thần: Trị yếu tim, hoảng sợ, hồi hộp, mất ngủ.",,,,https://thuocbietduoc.com.vn/thuoc-35851/siro-bo-phe-chi-khai-lo.aspx
V1022-H12-10,Thập toàn đại bổ P/H,"Bạch thược, Bạch truật, Cam thảo, Đương quy, Đảng sâm, Phục linh, Quế, Thục địa, Xuyên khung, Hoàng kỳ","Chỉ định
Tác dụng: 


“Thập toàn đại bổ” là tên một bài thuốc được xây dựng hoàn chỉnh từ 2 bài thuốc bổ khí huyết nổi tiếng là “Tứ quân tử thang” và “Tứ vật thang” sau được gia thêm 2 vị thuốc: hoàng kỳ và nhục quế để tăng thêm khả năng ích khí ôn dương.


Bài thuốc có giá trị thực tiễn sâu sắc trong điều trị nhiều chứng bệnh thuộc thể hư nhược (suy nhược cơ thể mạn tính);. Căn nguyên sinh chứng bệnh này là do chính khí hư (suy giảm thể lực) và tạng phủ không điều hòa (rối loạn chức năng các cơ quan nội tạng bên trong cơ thể).


Thuốc được bào chế theo bài thuốc cổ phương “thập toàn đại bổ”, thuốc có tác dụng điều bổ khí huyết, ôn thông dương khí, tập chung tận gốc căn nguyên gây suy nhược cơ thể, giúp tăng cường sức khỏe, thể lực cho người bệnh.  


Điều bổ khí huyết, ôn thông dương khí.




Chỉ định :


Khí và huyết đều hư, sắc mặt trắng xanh, hơi thở ngắn, đánh trống ngực, chóng mặt, dễ ra mồ hôi, sức yếu, mệt mỏi, tay chân không ấm.


+ Người cao tuổi mới ốm dậy, sức khỏe suy kiệt.",,,,https://thuocbietduoc.com.vn/thuoc-31751/thap-toan-dai-bo-ph.aspx
VN-9615-10,Simvastar tablet 20mg,Simvastatin,"Chỉ định Simvastatin
- Simvastatin được dùng để hỗ trợ cho chế độ dinh dưỡng ở bệnh nhân tăng cholesterol máu nguyên phát gây ra do sự tăng các lipoprotein cholesterol trọng lượng phân tử thấp (LDL) ở những bệnh nhân có nguy cơ bệnh động mạch vành mà không đáp ứng được với chế độ ăn kiêng. - Simvastatin cũng được dùng để để làm giảm nồng độ cholesterol lipoprotein trọng lượng phân tử thấp (LDL) ở những bệnh nhân vừa tăng cholesterol, vừa tăng triglyceride máu.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-32671/simvastar-tablet-20mg.aspx
VN-12721-11,Lomindus,Omeprazole Natri,"Chỉ định Omeprazole
- Loét tá tràng tiến triển. - Loét dạ dày tiến triển. - Viêm thực quản do hồi lưu dạ dày-thực quản. - Hội chứng Zollinger-Ellison.",Bột pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-39379/lomindus.aspx
VN-15126-12,Pancuronium Injection BP 4mg,Pancuronium bromid,"Chỉ định Pancuronium bromid
Giãn cơ (dài thời gian); trong phẫu thuật hoặc trong chăm sóc tăng cường.",Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-42014/pancuronium-injection-bp-4mg.aspx
VN-14504-12,Dopavas,Dopamin Hydrochloride,"Chỉ định Dopamine
Chống shock do nhồi máu cơ tim, chấn thương, nhiễm khuẩn huyết, phẫu thuật, suy thận & suy tim mạn mất bù. Thiểu niệu, vô niệu. Hạ huyết áp do giảm hiệu suất của tim.",Dung dịch đậm đặc pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-41582/dopavas.aspx
VD-28419-17,Mefenamic 500mg,Acid mefenamic 500mg,"Chỉ định Acid mefenamic
Acid mefenamic được chỉ định để làm giảm các chứng đau về thân thể và đau do thần kinh từ nhẹ đến trung bình, nhức đầu, đau nửa đầu, đau do chấn thương, đau sau khi sinh, đau hậu phẫu, đau răng, đau và sốt theo sau viêm các loại, đau bụng kinh, chứng rong kinh có kèm theo đau do co thắt hay đau hạ vị.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-57104/mefenamic-500mg.aspx
VD-30618-18,Mã đề,Mã đề,"Chỉ định Mã đề
+ Lá: Phế nhiệt, đàm nhiệt, ho lâu ngày, viêm khí quản, viêm thận và bàng quang, bí tiểu tiện, tiểu tiện đau rít ra máu hoặc ra sỏi, phù thũng, mắt đau nhặm sưng đỏ (sung huyết);, thử thấp ỉa chảy, nôn ra máu, chảy máu cam, sang độc.
+ Hạt: Tiểu tiện bế tắc, ỉa chảy, kiết lỵ do thử thấp, đau mắt đỏ có màng sưng.",Nguyên liệu làm thuốc,,,https://thuocbietduoc.com.vn/thuoc-59547/ma-de.aspx
VNA-4195-01,Cophalen,"sodium sulfacetamide, Xanh metylen","Chỉ định Sulfacetamide
Ðiều trị và phòng viêm kết mạc, loét giác mạc và các nhiễm khuẩn nông ở mắt (viêm bờ mi); do những vi khuẩn nhạy cảm; đau mắt hột và các nhiễm khuẩn Chlamydia khác (phụ thêm cho liệu pháp sulfonamid uống hoặc tetracyclin uống). 
Phòng nhiễm khuẩn sau khi lấy dị vật hoặc khi có tổn thương ở mắt.",Thuốc nhỏ mắt,,,https://thuocbietduoc.com.vn/thuoc-19971/cophalen.aspx
VN-8123-04,Sparfloxacin,Sparfloxacin,"Chỉ định Sparfloxacin
Nhiễm trùng đường hô hấp trên & dưới. Viêm niệu đạo do hoặc không do lậu cầu, bệnh hạ cam & các bệnh lây qua đường tình dục. Nhiễm trùng đường tiểu biến chứng, tái phát & viêm thận-bể thận. Nhiễm trùng da & mô mềm. Dự phòng nhiễm trùng sau phẫu thuật niệu đạo & mắt.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-20092/sparfloxacin.aspx
V531-H12-05,Poiodine 10%,Povidone Iodine,"Chỉ định Povidone iodine
Khử khuẩn và sát khuẩn các vết thương ô nhiễm và da, niêm mạc trước khi phẫu thuật. Lau rửa các dụng cụ y tế trước khi tiệt khuẩn.",Dung dịch,,,https://thuocbietduoc.com.vn/thuoc-18262/poiodine-10.aspx
VN-2748-07,Ventamol,Salbutamol sulfate,"Chỉ định Salbutamol
Làm giảm và phòng ngừa co thắt phế quản ở bệnh nhân mắc bệnh tắc nghẽn đường thở có thể hồi biến.",Xi rô-2mg Salbutamol/5ml,,,https://thuocbietduoc.com.vn/thuoc-19278/ventamol.aspx
VN-4508-07,Kupunistin 50mg/50ml,Cisplatin,"Chỉ định Cisplatin
Ung thư tế bào sinh dục di căn, ung thư buồng trứng kháng thuốc, giai đoạn muộn, ung thư bàng quang kháng thuốc, giai đoạn muộn, ung thư tế bào vẩy kháng thuốc. Cisplatin có thể được dùng đơn thuần hoặc phối hợp với các thuốc khác để điều trị.",Dung dịch tiêm truyền,,,https://thuocbietduoc.com.vn/thuoc-23333/kupunistin-50mg50ml.aspx
VN-2385-06,Newfactan,Bovine lung surfactant,,Bột pha hỗn dịch dùng đường phế nang-120mg,,,https://thuocbietduoc.com.vn/thuoc-3809/newfactan.aspx
VN-1729-06,Cycortide,Budesonide,"Chỉ định Budesonide
Dùng bình xịt mũi trẻ em và người lớn: điều trị triệu chứng viêm mũi dị ứng theo mùa hoặc quanh năm. Hít qua miệng: điều trị duy trì và dự phòng bệnh hen. Ở nhiều người bệnh hen, sử dụng budesonid hít làm giảm nhu cầu corticosteroid uống hoặc có thể thay thế hoàn toàn thuốc này. Corticosteroid hít không có hiệu lực cắt cơn hen cấp tính, nhưng cần dùng liên tục làm thuốc dự phòng hàng ngày.",Viên nang-400mcg,,,https://thuocbietduoc.com.vn/thuoc-3925/cycortide.aspx
VNA-4410-01,Acetylcystein 200mg,Acetylcysteine,"Chỉ định Acetylcystein
Ðược dùng làm thuốc tiêu chất nhầy trong bệnh nhầy nhớt (mucoviscidosis) (xơ nang tuyến tụy), bệnh lý hô hấp có đờm nhầy quánh như trong viêm phế quản cấp và mạn, và làm sạch thường quy trong mở khí quản. Ðược dùng làm thuốc giải độc trong quá liều paracetamol. Ðược dùng tại chỗ trong điều trị hội chứng khô mắt (viêm kết giác mạc khô, hội chứng Sjogren) kết hợp với tiết bất thường chất nhầy.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-899/acetylcystein-200mg.aspx
VNA-4507-01,Cốm Tiêu HG,"Citric acid, sodium carbonate",,Cốm,,,https://thuocbietduoc.com.vn/thuoc-8410/com-tieu-hg.aspx
VD-2984-07,Viciperazol,Cefoperazone,"Chỉ định Cefoperazone
Ðiều trị:",Thuốc bột tiêm,,,https://thuocbietduoc.com.vn/thuoc-5807/viciperazol.aspx
VNB-0134-02,Sorbitol Delalande 5g,Sorbitol,"Chỉ định Sorbitol
Ðiều trị triệu chứng táo bón. Ðiều trị triệu chứng các rối loạn khó tiêu.",Thuốc bột,,,https://thuocbietduoc.com.vn/thuoc-19852/sorbitol-delalande-5g.aspx
VN-4551-07,Dalacin C,Clindamycin phosphate,"Chỉ định Clindamycin
Clindamycin phosphate được chỉ định trong điều trị mụn trứng cá. Trong so sánh với tetracycline uống, Clindamycin phosphate làm giảm mụn trứng cá 61% so với tetracycline là 49%. Trong những nghiên cứu có kiểm soát sau đó, Clindamycin phosphate làm giảm 58% mụn trứng cá so với giả dược (alcol) là 33%.",Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-23445/dalacin-c.aspx
VN-5441-08,Robitrol injection,Citicoline natri,"Chỉ định Citicoline
Bệnh não cấp tính: Tai biến mạch não cấp tính & bán cấp (thiểu năng tuần hoàn não, xuất huyết não, nhũn não); Chấn thương sọ não.
Bệnh não mạn tính: Thoái triển tuổi già (gồm có bệnh Alzheimer), Sa sút trí tuệ do thoái hoá nguyên phát, Sa sút trí tuệ do nhồi máu đa ổ, Di chứng tai biến mạch não, Chấn thương sọ não, Phòng ngừa biến chứng sau phẫu thuật thần kinh
Parkinson: dùng đơn độc hay phối hợp với levodopa.",Dung dịch tiêm Citicoline 1000mg,,,https://thuocbietduoc.com.vn/thuoc-26859/robitrol-injection.aspx
VNB-0834-01,Dầu viêm khớp Tinh,"Kiến cò, Ngải cứu, lá ngũ trảo, rễ nhàu, thiên niên kiện, tế tân, huyết kiệt, Tinh dầu bạc hà, quế, đinh hương, xạ hương","Chỉ định Ngải cứu
Dược liệu ngải cứu có tác dụng điều hòa khí huyết, điều kinh, an thai, cầm máu. Dùng chữa các chứng bệnh: Kinh nguyệt không đều, bụng lạnh đau, băng huyết, rong kinh, động thai, thổ huyết, chảy máu cam, lỵ ra máu, viêm ruột…
Thường dùng chữa: 
1. Chảy máu chức năng tử cung (băng huyết, lậu huyết, bạch đới ở phụ nữ do tử cung lạnh), đe doạ sẩy thai; 
2. Đau bụng kinh, kinh nguyệt không đều, kinh nguyệt khó khăn do thiếu máu và các nguyên nhân khác. Dùng ngoài trị bụng lạnh đau, đau dạ dày, đau khớp, eczema, ngứa.",Dầu xoa,,,https://thuocbietduoc.com.vn/thuoc-13458/dau-viem-khop-tinh.aspx
VND-0335-00,Phong thấp đỗ trọng linh,"Ðương quy, Xuyên khung, xích thược, Sinh địa, đỗ trọng, hà thủ ô, Quế chi, mộc qua, Ðộc hoạt, Ngưu tất, thổ Phục linh","Chỉ định Ðương quy
Người bị huyết áp thấp
Người bị thiếu máu, da xanh, tái
Trường hợp khí và huyết đều kém, người mệt mỏi, vô lực, da xanh xao
Người gầy yếu, kém ăn, kém ngủ, nhưng đi bệnh viện khám không ra bệnh
điều trị tiêu hóa kém do tỳ hư dẫn đến khí huyết hư hàn, chân tay lạnh
Phụ nữ bị rối loạn kinh nguyệt, đau bụng kinh
Rất tốt cho Phụ nữ sau khi sinh
Người bị táo bón
Người phong tê thấp, đau nhức xương khớp",Thuốc nước,,,https://thuocbietduoc.com.vn/thuoc-10675/phong-thap-do-trong-linh.aspx
VN-14036-11,Dicopril,Perindopril Erbumine,"Chỉ định Perindopril
- Tăng huyết áp. - Suy tim sung huyết.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-41166/dicopril.aspx
VN-10439-10,Compound Sodium Lactate intravenous infusion BP-NIR-RL,"Natri lactat (60%w/w), Natri chlorid, Kali chlorid, Calci chlorid dihydrat","Chỉ định Natri chlorid
Phòng chống các bệnh răng miệng: viêm lợi, viêm chân răng, viêm họng, viêm amidan ... Các bệnh lây qua đường hô hấp; Rửa mũi, tai, các vết mẩn ngứa, dị ứng; Dùng súc miệng, làm nước đánh răng hàng ngày, dùng cho trẻ nhỏ rơ lưỡi; Dùng ngoài trong các trường hợp khác: rửa vết thương kín phòng ngừa nhiễm trùng, rửa mặt làm sạch da phòng ngừa mụn.",Dung dịch tiêm truyền,,,https://thuocbietduoc.com.vn/thuoc-33944/compound-sodium-lactate-intravenous-infusion-bp-nir-rl.aspx
VN-15176-12,Arxirom Capsule,Meloxicam,"Chỉ định Meloxicam
Dạng viên: điều trị triệu chứng dài hạn các cơn viêm đau mãn tính trong: - Viêm đau xương khớp (hư khớp, thoái hóa khớp). - Viêm khớp dạng thấp. - Viêm cột sống dính khớp. Dạng tiêm: điều trị triệu chứng ngắn hạn các cơn viêm đau cấp tính.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-42266/arxirom-capsule.aspx
VN-9354-09,Lipitaksin 40mg,Atorvastatin,"Chỉ định Atorvastatin
Ðiều trị hỗ trợ cho chế độ ăn kiêng làm giảm cholesterol toàn phần, LDL, apolipoprotein B, triglycerid & làm tăng HDL ở bệnh nhân tăng cholesterol máu nguyên phát & rối loạn lipid máu hỗn hợp (type IIa & IIb); làm giảm triglycerid máu type IV). Ðiều trị rối loạn betalipoprotein máu nguyên phát (type III). Ðiều trị hỗ trợ với các biện pháp làm giảm lipid khác để làm giảm cholesterol toàn phần & LDL ở bệnh nhân tăng cholesterol máu có tính gia đình đồng hợp tử.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-31061/lipitaksin-40mg.aspx
V580-H12-10,Favim (Bạch đái xuân quang),"Hương phụ, Mẫu đơn bì, Kim ngân hoa, Đại hoàng, Xuyên khung, Bạch thược..","Chỉ định Hương phụ
Ðược dùng chữa kinh nguyệt không đều, khi thấy kinh đau bụng, viêm tử cung mạn tính, các bệnh phụ nữ mà trước và sau khi sinh đẻ, chữa đau dạ dày ợ hơi và nước chua, giúp ăn uống mau tiêu, chữa nôn mửa, đau bụng đi lỵ và tiêu chảy.
Còn dùng trị đòn ngã tổn thương, chữa rối loạn của dạ dày và kích thích của ruột.",,,,https://thuocbietduoc.com.vn/thuoc-31809/favim-bach-dai-xuan-quang.aspx
VD-23623-15,Vitamin C Glucose,Vitamin C 50mg; Glucose khan 150mg,"Chỉ định Glucose
Thiếu hụt carbohydrat và dịch. Mất nước do ỉa chảy cấp. Hạ đường huyết do suy dinh dưỡng, do ngộ độc rượu, do tăng chuyển hóa khi bị stress hay chấn thương. Làm test dung nạp glucose (uống);.",Viên ngậm,,,https://thuocbietduoc.com.vn/thuoc-51546/vitamin-c-glucose.aspx
VD-30164-18,"Meloxicam 7,5","Meloxicam 7,5mg","Chỉ định Meloxicam
Dạng viên: điều trị triệu chứng dài hạn các cơn viêm đau mãn tính trong: - Viêm đau xương khớp (hư khớp, thoái hóa khớp). - Viêm khớp dạng thấp. - Viêm cột sống dính khớp. Dạng tiêm: điều trị triệu chứng ngắn hạn các cơn viêm đau cấp tính.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-57125/meloxicam-75.aspx
VD-25799-16,"Cefuroxim 0,75g",Cefuroxim (dưới dạng Cefuroxim natri) 750mg,"Chỉ định Cefuroxime
Nhiễm khuẩn đường hô hấp dưới như viêm phổi và viêm phế quản cấp và mạn.  Nhiễm khuẩn đường hô hấp trên như nhiễm khuẩn ở tai, mũi, họng ví dụ như viêm tai giữa, viêm xoang, viêm amydale và viêm họng.",Bột pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-53756/cefuroxim-075g.aspx
VD-23693-15,Paracetamol 500mg,Paracetamol 500mg,"Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-51616/paracetamol-500mg.aspx
VN-7990-09,Silyrene Soft Capsule,"Cao Cardus marianus, Thiamine hydroclorid, Riboflavin, Pyridoxin hyđrocloride, Nicotinic acid amide, Calcium pantothenate, Cyanocobalamin","Chỉ định Cardus marianus
Dùng trong các trường hợp viêm gan, viêm gan virus, gan nhiễm mỡ, xơ gan; 
Rối loạn chức năng gan với các biểu hiện: mệt mỏi, khó ở, chán ăn, ăn uống khó tiêu, vàng da, táo bón; 
Mụn nhọt, trứng cá, lở ngứa ngoài da, dị ứng mãn tính, ...do chức năng thải độc của gan kém; 
Bảo vệ và phục hồi chức năng gan trong các trường hợp nhiễm độc gan do rượu, bia, dùng thuốc độc hại với gan như : kháng sinh, chống lao, chống ung thư, hóa chất, tia xạ...",Viên nang mềm,,,https://thuocbietduoc.com.vn/thuoc-29758/silyrene-soft-capsule.aspx
V1386-H12-06,Unidone M,Domperidone maleate,"Chỉ định Domperidone
Buồn nôn & nôn do: Viêm dạ dày, viêm gan, viêm đường tiêu hoá, đau nửa đầu; 
nôn hậu phẫu; nôn do dùng thuốc; nôn do xạ trị, nôn mạn tính ở trẻ em.
Chậm tiêu do: Viêm thực quản trào ngược, đầy hơi sau khi ăn, viêm & viêm loét dạ dày.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-10457/unidone-m.aspx
VN-0090-06,Hayospan,Hyoscine butylbromide,"Chỉ định Hyoscine butylbromide
Cơn co thắt đường tiêu hóa, viêm dạ dày, loét dạ dày-tá tràng, táo bón do co thắt, viêm đại tràng. Đau do sỏi thận, sỏi mật, đau khi thăm khám ở niệu đạo, đau khi thấy kinh.",Viên bao đường-10mg,,,https://thuocbietduoc.com.vn/thuoc-12822/hayospan.aspx
VN-1276-06,CBIantigrain injection,Ketorolac tromethamine,"Chỉ định Ketorolac
Điều trị ngắn ngày đau vừa tới đau nặng sau phẫu thuật, dùng thay thế các ché phẩm opioid . Dùng tại chỗ để điều trị triệu chứng viêm kết mạc dị ứng theo mùa.",Dung dịch tiêm-30mg/ml,,,https://thuocbietduoc.com.vn/thuoc-13429/cbiantigrain-injection.aspx
VN-3914-07,Evegal,"Cao khô rễ valerian, lá Balm",,Viên nén bao đường,,,https://thuocbietduoc.com.vn/thuoc-4776/evegal.aspx
V26-H12-06,Sulfa Melen,sodium sulfacetamide,"Chỉ định Sulfacetamide
Ðiều trị và phòng viêm kết mạc, loét giác mạc và các nhiễm khuẩn nông ở mắt (viêm bờ mi); do những vi khuẩn nhạy cảm; đau mắt hột và các nhiễm khuẩn Chlamydia khác (phụ thêm cho liệu pháp sulfonamid uống hoặc tetracyclin uống). 
Phòng nhiễm khuẩn sau khi lấy dị vật hoặc khi có tổn thương ở mắt.",Dung dịch nhỏ mắt,,,https://thuocbietduoc.com.vn/thuoc-19952/sulfa-melen.aspx
VD-0253-06,Jolimood,Paroxetine,"Chỉ định Paroxetine
- Trầm cảm- Rối loạn hoảng sợ- Rối loạn lo âu tổng quát- Hội chứng loạn thần kinh ám ảnh- Rối loạn do stress chấn thương.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-17730/jolimood.aspx
