so_dang_ky,ten_thuoc,hoat_chat,noi_dung_dieu_tri,dang_bao_che,danh_muc,ham_luong,url_nguon
VN-11379-10,Ciprofot,Ciprofloxacin,"Chỉ định Ciprofloxacin
Các bệnh nhiễm trùng có biến chứng và không biến chứng gây ra do các bệnh nguyên nhạy cảm với ciprofloxacin. 


- Các bệnh nhiễm trùng của: 
*Đường hô hấp. Trong các trường hợp viêm phổi do phế cầu (Pneumococcus) ở bệnh nhân ngoại trú, không nên dùng Ciprofloxacin như là một thuốc đầu tay. Tuy nhiên Ciprofloxacin có thể được dùng trong trường hợp viêm phổi do Klebsiella, Enterobacter, Proteus, Pseudomonas, Haemophilus, Branhamella, Legionella và Staphylococcus. . Tai giữa (viêm tai giữa) và các xoang (viêm xoang), đặc biệt nguyên nhân do vi khuẩn gram âm, kể cả Pseudomonas hay Staphylococcus. .
*Mắt. . Thận và/hoặc đường tiết niệu. . Cơ quan sinh dục, kể cả bệnh lậu, viêm phần phụ, viêm tiền liệt tuyến. . Ổ bụng (như nhiễm trùng đường tiêu hóa hoặc đường mật, viêm phúc mạc). 
* Da và mô mềm. 
* Xương khớp. 
*Nhiễm trùng huyết. 
*Nhiễm trùng hoặc có nguy cơ nhiễm trùng (dự phòng) trên bệnh nhân có hệ miễn dịch suy yếu (như bệnh nhân bị suy giảm miễn dịch hoặc có tình trạng giảm bạch cầu). 
- Chỉ định cho tình trạng khử nhiễm ruột có chọn lọc trên bệnh nhân suy giảm miễn dịch (Ciprofloxacin dạng uống).",Dịch truyền,,,https://thuocbietduoc.com.vn/thuoc-37457/ciprofot.aspx
VD-10139-10,Cephalexin 500 mg,Cephalexin monohydrat tương đương 500 mg Cephalexin khan,"Chỉ định Cephalexin
- Nhiễm khuẩn đường hô hấp: viêm phế quản cấp và mãn và giãn phế quản có bội nhiễm. - Nhiễm khuẩn tai mũi họng: viêm tai giữa, viêm xương chũm, viêm xoang, viêm amydale và viêm họng. - Nhiễm trùng đường tiểu: viêm bể thận cấp và mãn, viêm bàng quang và viêm tuyến tiền liệt. Dự phòng nhiễm khuẩn đường niệu tái phát. - Nhiễm khuẩn sản và phụ khoa. - Nhiễm khuẩn da, mô mềm và xương. - Bệnh lậu và giang mai (khi dùng penicilline không phù hợp) - Trong nha khoa: thay thế tạm thời điều trị phòng ngừa với penicilline cho bệnh nhân mắc bệnh tim phải điều trị bệnh răng.",,,,https://thuocbietduoc.com.vn/thuoc-35475/cephalexin-500-mg.aspx
VN-5476-10,Maxovan 500mg,Vancomycin HCl,"Chỉ định Vancomycin
Vancomycin được chỉ định trong các nhiễm trùng trầm trọng gây bởi vi khuẩn gram (+) đề kháng với các kháng sinh thông thường và được chỉ định cho những bệnh nhân dị ứng với penicillin. Ðặc biệt, Vancomycin được xem như yếu tố chính để điều trị các nhiễm khuẩn gây ra bởi các chủng tụ cầu đề kháng methicillin. Thuốc cũng được chỉ định với mục đích dự phòng nhiễm trùng do phẫu thuật. Vancomycin được chỉ định điều trị viêm ruột - đại tràng do Staphylococcus và viêm đại tràng liên quan kháng sinh. Vancomycin cũng đã được nghiên cứu để điều trị các hội chứng tiêu chảy khác hoặc viêm đại tràng đi cùng với sự phát triển quá mức của Clostridium difficile.",Thuốc bột pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-33773/maxovan-500mg.aspx
VNB-0571-03,Vân chi 550mg,Nấm Vân chi,"Chỉ định Nấm Vân Chi
 - Nấm Vân Chi kích thích hệ thống miễn dịch của cơ thể, góp phần làm giảm lượng kháng nguyên và gia tăng hình thành kháng thể, kháng lại bệnh tật. 
- Hỗ trợ điều trị các bệnh ung thư cũng như làm giảm tác dụng phụ do hóa trị và xạ trị. - Phục hồi chức năng gan ở bệnh nhân viêm gan cấp và mạn tính. 
- Thuyên giảm mau chóng các triệu chứng buồn nôn, ói mửa và suy nhược, bình thường hóa men gan ALT, AST.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-16037/van-chi-550mg.aspx
VNB-0585-00,Acetylcystein 200mg,Acetylcysteine,"Chỉ định Acetylcystein
Ðược dùng làm thuốc tiêu chất nhầy trong bệnh nhầy nhớt (mucoviscidosis) (xơ nang tuyến tụy), bệnh lý hô hấp có đờm nhầy quánh như trong viêm phế quản cấp và mạn, và làm sạch thường quy trong mở khí quản. Ðược dùng làm thuốc giải độc trong quá liều paracetamol. Ðược dùng tại chỗ trong điều trị hội chứng khô mắt (viêm kết giác mạc khô, hội chứng Sjogren) kết hợp với tiết bất thường chất nhầy.",Thuốc cốm,,,https://thuocbietduoc.com.vn/thuoc-888/acetylcystein-200mg.aspx
VN-10351-05,Amolic,"Amoxicilline, clavulanate potassium","Chỉ định Clavulanate Potassium
Nhiễm khuẩn nặng đường hô hấp trên: viêm amidan, viêm xoang, viêm tai giữa đã được điều trị bằng các kháng sinh thông thường nhưng không đỡ. 
Nhiễm khuẩn đường hô hấp dưới bởi các chủng H.influenza và Branhamella catarrbalis sản sinh beta - lactamase: viêm phế quản cấp và mạn, viêm phổi - phế quản. 
Nhiễm khuẩn nặng đường tiết niệu - sinh dục bởi các chủgn E.coli, Klebsiella và Enterobacter sản sinh: viêm bàng quang, viêm niệu đạo, viêm bể thận (nhiễm khuẩn đường sinh dục nữ). 
Nhiễm khuẩn da và mô mềm: mụn nhọt, áp xe, nhiễm khuẩn máu sản khoa, nhiễm khuẩn trong ổ bụng (tiêm tĩnh mạch trong nhiễm khuẩn máu, viêm phúc mạc, nhiễm khuẩn sau mổ, đề phòng nhiễm khuẩn trong khi mổ dạ dày - ruột,tử cung, đầu và cổ, tim, thận, thay khớp và đường mật).",Bột pha dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-2075/amolic.aspx
VN-5401-08,Pacedex,"Paracetamol, Dextropropoxyphene Hydrochloride","Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-26613/pacedex.aspx
VND-3963-05,Hồng Khôi viêm xoang hoàn,"Tân di, Đương quy, chi tử, sài hồ, xuyên bối mẫu, bạc hà, kim ngân hoa, tế tân, kinh giới, Bạch linh","Chỉ định Đương quy
Đương quy được dùng chữa thiếu máu xanh xao, đau đầu, cơ thể gầy yếu, mệt mỏi, đau lưng, đau ngực bụng, viêm khớp, chân tay đau nhức lạnh, tê bại, tê liệt, đại tiện táo bón, mụn nhọt lở ngứa, tổn thương ứ huyết, kinh nguyệt không đều, bế kinh, đau bụng kinh. Liều dùng 4,5-9g có thể tới 10-20g, dạng thuốc sắc hay rượu thuốc. Còn được dùng trị cao huyết áp, ung thư và làm thuốc giảm dau, chống co giật, làm ra mồ hôi, kích thích ăn ngon cơm.",Hoàn cứng,,,https://thuocbietduoc.com.vn/thuoc-20597/hong-khoi-viem-xoang-hoan.aspx
VNB-1998-04,Bát trân A.C.P,"Thục địa, Đương quy, Bạch thược, Đẳng sâm, Bạch truật, Bạch linh, Xuyên khung, Cam thảo","Chỉ định Thục địa
- Bổ thận chữa di tinh, đau lưng, mỏi gối, ngủ ít, đái dầm...
- Bổ huyết điều kinh.
- Trừ hen suyễn do thận hư không nạp được phế khí.
- Làm sáng mắt (chữa quáng gà, giảm thị lực do can thận hư.
- Sinh tân, chỉ khát (chữa đái nhạt - đái đường).
Nên phối hợp vị thuốc với các vị hoá khí như Trần bì, Sa nhân, Sinh khương...để giảm tác dụng gây trệ của Thục địa.",Dung dịch,,,https://thuocbietduoc.com.vn/thuoc-21138/bat-tran-acp.aspx
VN-3234-07,Jintamol Inj,Proparacetamol hydrochloride,Cách dùng:,Bột pha tiêm-1g,,,https://thuocbietduoc.com.vn/thuoc-18443/jintamol-inj.aspx
VN-8328-04,Osmotang 10%,"Glucose, sodium chloride, potassium chloride","Chỉ định Glucose
Thiếu hụt carbohydrat và dịch. Mất nước do ỉa chảy cấp. Hạ đường huyết do suy dinh dưỡng, do ngộ độc rượu, do tăng chuyển hóa khi bị stress hay chấn thương. Làm test dung nạp glucose (uống);.",Dung dịch truyền,,,https://thuocbietduoc.com.vn/thuoc-12202/osmotang-10.aspx
VND-0452-00,Thuốc mỡ mù u Inopilo 70%,"Dầu mù u, lá lốt, vaselin, lanolin","Chỉ định Lá lốt
Phong hàn thấp, chân tay lạnh, tê bại. Rối loạn tiêu hoá, nôn mửa, đầy hơi, đau bụng ỉa chảy, thận và bàng quang lạnh. Chữa đau xương, thấp khớp, đau răng, đau đầu, chảy nước mũi hôi.",Thuốc mỡ,,,https://thuocbietduoc.com.vn/thuoc-9331/thuoc-mo-mu-u-inopilo-70.aspx
VN-1344-06,Erythromycin Enteric coated Tablets,Erythromycin,"Chỉ định Erythromycin
Ðiều trị mụn trứng cá, đặc biệt các dạng mụn mủ viêm. Các nhiễm khuẩn hô hấp, da, mô mềm, hệ tiết niệu-sinh dục. Dự phòng thấp khớp cấp( thay thế penicillin).",Viên nén bao tan trong ruột-250mg,,,https://thuocbietduoc.com.vn/thuoc-10924/erythromycin-enteric-coated-tablets.aspx
VNB-1079-02,VifTicol,"Glycerol, Benzalkonium chloride, sodium borat, Boric acid","Chỉ định Glycerol
Ngăn ngừa & giảm hiện tượng mỏi mắt, khô mắt, căng thẳng khi sử dụng máy tính, xem truyền hình, chơi trò chơi điện tử.
Chống táo bón;",Thuốc nhỏ mắt,,,https://thuocbietduoc.com.vn/thuoc-12279/vifticol.aspx
VN-4174-07,Laroscorbine,Acid ascorbic,"Chỉ định Vitamin C
Phòng và điều trị thiếu vitamin C ( bệnh Scorbut); và các chứng chảy máu do thiếu vitamin C. 
Tăng sức đề kháng ở cơ thể khi mắc bệnh nhiễm khuẩn, cảm cúm , mệt mỏi, nhiễm độc. Thiếu máu do thiếu sắt. 
Phối hợp với các thuốc chống dị ứng.",Dung dịch tiêm tĩnh mạch-500mg/5ml,,,https://thuocbietduoc.com.vn/thuoc-23161/laroscorbine.aspx
VNA-0314-02,Vitamin C 100mg/2ml,Vitamin C,"Chỉ định Vitamin C
Phòng và điều trị thiếu vitamin C ( bệnh Scorbut); và các chứng chảy máu do thiếu vitamin C. 
Tăng sức đề kháng ở cơ thể khi mắc bệnh nhiễm khuẩn, cảm cúm , mệt mỏi, nhiễm độc. Thiếu máu do thiếu sắt. 
Phối hợp với các thuốc chống dị ứng.",Thuốc tiêm,,,https://thuocbietduoc.com.vn/thuoc-22677/vitamin-c-100mg2ml.aspx
VND-3698-05,ngưu hoàng hoàn,"Ngưu đởm tinh, toàn yết, Phục linh, tạo giác thích, Ðại hoàng, Cát cánh, thiên trúc hoàn","Chỉ định Toàn Yết
+ Trị các chứng phong chẩn, trúng phong liệt nửa người, méo miệng, nói khó, chân tay co giật (Khai Bảo Bản Thảo).
+ Trị kinh phong (Bản Thảo Diễn Nghĩa).
+ Trị trẻ nhỏ kinh phong, co giật, các loại phong lở loét (Bản Thảo Cương Mục).
+ Trị các chứng phong, hoa mắt , chóng mặt, động kin, co giật, mắt lệch, miệng méo… bệnh ở Quyết âm phong mộc (Bản Thảo Tùng Tân).
+ Chủ trị các chứng phong, kiêm năng ích Tâm, hạ thanh thuỷ thận thuỷ (Y Lâm Toản Yếu).",Hoàn mềm,,,https://thuocbietduoc.com.vn/thuoc-16352/nguu-hoang-hoan.aspx
VNA-3600-00,Lucinero,Meclofenoxate,"Chỉ định Meclofenoxate
Loại 250mg (viên, tiêm);: - Lão hóa não: rối loạn tâm thần tập tính, đặc biệt thay đổi trí nhớ, trầm cảm do suy tuần hoàn não. – Chấn thương sọ: hội chứng sau chấn động, chủ yếu chóng mặt. – Các di chứng chức năng: do nhồi máu hay nhũn não. Di chứng tổn thương ở não khi đẻ ở sơ sinh. Loại 1000mg (tiêm): – Chấn thương sọ: giảm bớt cường độ và thời gian bị rối loạn chú ý tập trung. – Gây mê: trong lúc tỉnh mê để giảm bớt run sau khi dùng thuốc an thần kinh giảm đau, các ảo giác sau khi dùng ketamin.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-14626/lucinero.aspx
VN-8044-03,IPAP,Paracetamol,"Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",Si rô,,,https://thuocbietduoc.com.vn/thuoc-17531/ipap.aspx
VN-2179-06,Vioflox,Ofloxacin,"Chỉ định Ofloxacin
Ofloxacine được chỉ định điều trị những trường hợp nhiễm khuẩn sau:  - Nhiễm trùng đường tiểu có biến chứng và không có biến chứng. - Nhiễm trùng da và mô mềm. - Viêm tuyến tiền liệt. - Bệnh lây truyền qua đường sinh dục như là: nhiễm lậu cầu cấp niệu đạo và cổ tử cung không biến chứng, viêm niệu đạo và cổ tử cung không do lậu cầu. - Viêm phổi do H. influenza hay Streptococcus pneumoniae. - Viêm phế quản mạn tính đợt cấp.",Dung chịch nhỏ mắt-3mg/ml,,,https://thuocbietduoc.com.vn/thuoc-17043/vioflox.aspx
VNB-0940-01,Nac stada 200,Acetylcysteine,"Chỉ định Acetylcystein
Ðược dùng làm thuốc tiêu chất nhầy trong bệnh nhầy nhớt (mucoviscidosis) (xơ nang tuyến tụy), bệnh lý hô hấp có đờm nhầy quánh như trong viêm phế quản cấp và mạn, và làm sạch thường quy trong mở khí quản. Ðược dùng làm thuốc giải độc trong quá liều paracetamol. Ðược dùng tại chỗ trong điều trị hội chứng khô mắt (viêm kết giác mạc khô, hội chứng Sjogren) kết hợp với tiết bất thường chất nhầy.",Thuốc bột,,,https://thuocbietduoc.com.vn/thuoc-949/nac-stada-200.aspx
VNA-3190-00,Polydelzal,"Chloramphenicol, Naphazoline nitrate","Chỉ định Chloramphenicol
- Nhiễm trùng phần trước của mắt, mí & lệ đạo.
- Phòng ngừa nhiễm trùng trước & sau mổ, bỏng hóa chất & các loại bỏng khác. 
- Những nhiễm khuẩn nặng do vi khuẩn nhạy cảm, viêm màng não và những nhiễm khuẩn khác do Haemophilus influenzae khi các kháng sinh aminopenicilin, gentamicin và một số cephalosporin thế hệ 3 không hiệu quả hoặc bị chống chỉ định.
- Nhiễm khuẩn do Rickettsia khi không thể dùng tetracyclin.
- Mắt hột & zona mắt.
- Bơm rửa hệ thống dẫn lưu nước mắt với mục đích điều trị hay phòng ngừa.","Thuốc nhỏ mắt, mũi, tai",,,https://thuocbietduoc.com.vn/thuoc-7699/polydelzal.aspx
VN-3764-07,Dexob 250mg,Cefuroxime acetyl,"Chỉ định Cefuroxime
Nhiễm khuẩn đường hô hấp dưới như viêm phổi và viêm phế quản cấp và mạn.  Nhiễm khuẩn đường hô hấp trên như nhiễm khuẩn ở tai, mũi, họng ví dụ như viêm tai giữa, viêm xoang, viêm amydale và viêm họng.",Viên nén-250mg Cefuroxim,,,https://thuocbietduoc.com.vn/thuoc-6915/dexob-250mg.aspx
VN-8061-09,Emcefox-O,Cefixime,"Chỉ định Cefixime
Trong các nhiễm khuẩn sau đây gây ra bởi các chủng nhạy cảm với cefixime như Streptococcus sp. (ngoại trừ Enteroccus sp.), Streptococcus pneumoniae, Neisseria gonorrhoeae, Branhamella catarrhalis, Escherichia coli, Klebsiella sp., Serratia sp., Proteus sp. và Haemophilus influenzae:",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-29644/emcefox-o.aspx
VNA-3587-00,Aphamet,"Rutin, Phenobarbital, Theophylline","Chỉ định Rutin
Điều trị hội chứng chảy máu, xơ cứng, tăng huyết áp, ban xuất huyết, chứng giãn tĩnh mạch (phù, đau, nặng chân, bệnh trị...) đồng thời tăng sức bền và giảm tính thấm của mao mạch.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-19147/aphamet.aspx
VN-19938-16,Piracetam-Egis,Piracetam 1200 mg,"Chỉ định Piracetam
Điều trị các triệu chứng chóng mặt. Các tổn thương sau chấn thương sọ não và phẫu thuật não: rối loạn tâm thần, tụ máu, liệt nửa người và thiếu máu cục bộ.  Các rối loạn thần kinh trung ương: chóng mặt, nhức đầu, lo âu, sảng rượu, rối loạn ý thức. Suy giảm trí nhớ, thiếu tập trung, sa sút trí tuệ ở người già. Thiếu máu hồng cầu hình liềm. Các trường hợp thiếu máu cục bộ cấp. Điều trị nghiện rượu. Điều trị thiếu máu hồng cầu liềm. Dùng bổ trợ trong điều trị giật rung cơ có nguồn gốc vỏ não.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-51058/piracetam-egis.aspx
VD-27950-17,"Midacemid 10/12,5","Quinapril (dưới dạng Quinapril hydroclorid) 10 mg; Hydroclorothiazid 12,5 mg","Chỉ định Quinapril
Cao huyết áp: Quinapril được chỉ định trong điều trị cao huyết áp vô căn. Quinapril có hiệu quả khi được dùng riêng hay khi được phối hợp với thuốc lợi tiểu và thuốc chẹn bêta ở bệnh nhân bị cao huyết áp. Suy tim sung huyết: Quinapril có hiệu quả trong điều trị suy tim sung huyết khi được phối hợp với thuốc lợi tiểu và/hoặc một glycoside trợ tim.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-57237/midacemid-10125.aspx
VD-27814-17,Paralmax 500 caps.,Paracetamol 500mg,"Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-57683/paralmax-500-caps.aspx
VD-28417-17,Kievidol extra,Paracetamol 500mg; Cafein 65mg,"Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-56735/kievidol-extra.aspx
VN-14198-11,SotaHexal 80mg,Sotalol HCl,"Chỉ định Sotalol
- Nhịp nhanh thất trầm trọng. - Dự phòng rung nhĩ tái phát sau khi khử rung bằng sốc điện. - Dự phòng rung nhĩ kịch phát. - Suy thận.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-43364/sotahexal-80mg.aspx
VN-13028-11,Mellhapo,Meloxicam,"Chỉ định Meloxicam
Dạng viên: điều trị triệu chứng dài hạn các cơn viêm đau mãn tính trong: - Viêm đau xương khớp (hư khớp, thoái hóa khớp). - Viêm khớp dạng thấp. - Viêm cột sống dính khớp. Dạng tiêm: điều trị triệu chứng ngắn hạn các cơn viêm đau cấp tính.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-38476/mellhapo.aspx
VN-15880-12,Santazid,Ceftazidime pentahydrate,"Chỉ định Ceftazidime
Chỉ định điều trị: Nhiễm độc huyết, nhiễm khuẩn huyết, viêm màng não, viêm phổi, áp xe phổi, giãn phế quản, viêm tiểu phế quản, người bệnh xơ nang tụy tạng bị nhiễm trùng phổi, viêm tai giữa, viêm xương chũm, viêm xoang cánh mũi, nhiễm trùng trong các bệnh nặng khác, viêm thận-bể thận, viêm tuyến tiền liệt, viêm bàng quang, viêm đường niệu, viêm quầng, áp xe, viêm mô tế bào, các nhiễm trùng thứ cấp trong phỏng hay vết thương ngoài da, viêm vú, loét da, viêm đường mật, viêm túi mật có mủ, áp xe trong màng bụng, viêm phúc mạc, viêm túi thừa, viêm ruột-đại tràng, nhiễm trùng chậu hông, viêm xương, viêm tủy, viêm khớp nhiễm khuẩn, viêm túi thanh mạc có nhiễm trùng. Thuốc cũng được chỉ định trong việc điều trị các bệnh sau đây: - Nhiễm trùng nặng ở người bệnh bị suy giảm chức năng miễn dịch do máu. - Các nhiễm trùng nặng như nhiễm trùng trong phỏng. - Nhiễm trùng kết hợp với thẩm phân phúc mạc hay với thẩm phân phúc mạc liên tục ngoại trú (CAPD);.",Bột pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-42992/santazid.aspx
VN-0834-06,Utabon Pediatric,Oxymetazoline hydrochloride,"Chỉ định Oxymetazoline
Giảm tạm thời sung huyết mũi do cảm lạnh, viêm mũi, viêm xoang, sốt cỏ khô hoặc dị ứng đường hô hấp trên.
Giảm sung huyết ở xoang. 
Giảm tạm thời nhỏ mắt do kích ứng nhẹ, như kích ứng vì dị ứng phấn hoa, lạnh, bụi, khói, bơi lội hoặc đeo kính áp tròng.","Dung dịch nhỏ mũi-3,75mg/15ml",,,https://thuocbietduoc.com.vn/thuoc-17305/utabon-pediatric.aspx
VN-4508-07,Kupunistin 50mg/50ml,Cisplatin,"Chỉ định Cisplatin
Ung thư tế bào sinh dục di căn, ung thư buồng trứng kháng thuốc, giai đoạn muộn, ung thư bàng quang kháng thuốc, giai đoạn muộn, ung thư tế bào vẩy kháng thuốc. Cisplatin có thể được dùng đơn thuần hoặc phối hợp với các thuốc khác để điều trị.",Dung dịch tiêm truyền,,,https://thuocbietduoc.com.vn/thuoc-23333/kupunistin-50mg50ml.aspx
VN-8163-04,Zilisten,Cefuroxime,"Chỉ định Cefuroxime
Nhiễm khuẩn đường hô hấp dưới như viêm phổi và viêm phế quản cấp và mạn.  Nhiễm khuẩn đường hô hấp trên như nhiễm khuẩn ở tai, mũi, họng ví dụ như viêm tai giữa, viêm xoang, viêm amydale và viêm họng.",Thuốc bột pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-6878/zilisten.aspx
VN-7840-03,Zencefe Inj,Ceftriaxone,"Chỉ định Ceftriaxone
Điều trị nhiễm khuẩn nặng do đã kháng cephalosporin thế hệ I và thế hệ II: Nhiễm khuẩn huyết. Viêm màng não, áp xe não, viêm màng trong tim. Nhiễm khuẩn ổ bụng, xương khớp, da & mô liên kết. Nhiễm khuẩn đường hô hấp nặng, đặc biệt là viêm phổi, viêm tai giữa. Nhiễm khuẩn thận, tiết niệu, sinh dục, bao gồm lậu cầu. Nhiễm khuẩn ở người suy giảm sức đề kháng. Phòng ngừa nhiễm khuẩn trong phẫu thuật.",Bột pha dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-6657/zencefe-inj.aspx
VN-0448-06,Figoman,Cefoperazone,"Chỉ định Cefoperazone
Ðiều trị:",Bột pha tiêm-1g,,,https://thuocbietduoc.com.vn/thuoc-6118/figoman.aspx
V940-H12-05,Acetylcystein 200mg,Acetylcysteine,"Chỉ định Acetylcystein
Ðược dùng làm thuốc tiêu chất nhầy trong bệnh nhầy nhớt (mucoviscidosis) (xơ nang tuyến tụy), bệnh lý hô hấp có đờm nhầy quánh như trong viêm phế quản cấp và mạn, và làm sạch thường quy trong mở khí quản. Ðược dùng làm thuốc giải độc trong quá liều paracetamol. Ðược dùng tại chỗ trong điều trị hội chứng khô mắt (viêm kết giác mạc khô, hội chứng Sjogren) kết hợp với tiết bất thường chất nhầy.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-876/acetylcystein-200mg.aspx
VD-28419-17,Mefenamic 500mg,Acid mefenamic 500mg,"Chỉ định Acid mefenamic
Acid mefenamic được chỉ định để làm giảm các chứng đau về thân thể và đau do thần kinh từ nhẹ đến trung bình, nhức đầu, đau nửa đầu, đau do chấn thương, đau sau khi sinh, đau hậu phẫu, đau răng, đau và sốt theo sau viêm các loại, đau bụng kinh, chứng rong kinh có kèm theo đau do co thắt hay đau hạ vị.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-57104/mefenamic-500mg.aspx
VD-25591-16,Viên tăng sức,Đậu nành 60mg; Hoài sơn 10mg; Ý dĩ 10mg; Mật ong 5mg,"Chỉ định Hoài sơn
+ Dùng sống: trị bạch đái, thận kém, tiêu chảy do thấp hàn.
+ Dùng chín: chữa tỳ vị hư yếu. Trị lở, ung nhọt, thổ huyết.",Viên bao đường,,,https://thuocbietduoc.com.vn/thuoc-53548/vien-tang-suc.aspx
VD-25799-16,"Cefuroxim 0,75g",Cefuroxim (dưới dạng Cefuroxim natri) 750mg,"Chỉ định Cefuroxime
Nhiễm khuẩn đường hô hấp dưới như viêm phổi và viêm phế quản cấp và mạn.  Nhiễm khuẩn đường hô hấp trên như nhiễm khuẩn ở tai, mũi, họng ví dụ như viêm tai giữa, viêm xoang, viêm amydale và viêm họng.",Bột pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-53756/cefuroxim-075g.aspx
VD-30164-18,"Meloxicam 7,5","Meloxicam 7,5mg","Chỉ định Meloxicam
Dạng viên: điều trị triệu chứng dài hạn các cơn viêm đau mãn tính trong: - Viêm đau xương khớp (hư khớp, thoái hóa khớp). - Viêm khớp dạng thấp. - Viêm cột sống dính khớp. Dạng tiêm: điều trị triệu chứng ngắn hạn các cơn viêm đau cấp tính.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-57125/meloxicam-75.aspx
VD-23623-15,Vitamin C Glucose,Vitamin C 50mg; Glucose khan 150mg,"Chỉ định Glucose
Thiếu hụt carbohydrat và dịch. Mất nước do ỉa chảy cấp. Hạ đường huyết do suy dinh dưỡng, do ngộ độc rượu, do tăng chuyển hóa khi bị stress hay chấn thương. Làm test dung nạp glucose (uống);.",Viên ngậm,,,https://thuocbietduoc.com.vn/thuoc-51546/vitamin-c-glucose.aspx
